 
file: ,POJ/61/270.txt
ids: ,"['POJ/47/3627.txt', 'POJ/28/149.txt', 'POJ/13/1082.txt', 'POJ/13/1421.txt', 'POJ/28/736.txt', 'POJ/13/180.txt', 'POJ/28/1338.txt', 'POJ/28/40.txt', 'POJ/13/281.txt', 'POJ/28/201.txt']"
distances: ,"[0.4292045831680298, 0.42922985553741455, 0.43482452630996704, 0.43727755546569824, 0.44651132822036743, 0.4471776485443115, 0.44886600971221924, 0.45288217067718506, 0.45297664403915405, 0.4533824324607849]"
 
file: ,POJ/61/888.txt
ids: ,"['POJ/47/2095.txt', 'POJ/47/13.txt', 'POJ/47/4401.txt', 'POJ/47/977.txt', 'POJ/47/1302.txt', 'POJ/47/214.txt', 'POJ/47/3759.txt', 'POJ/47/4755.txt', 'POJ/47/5924.txt', 'POJ/47/267.txt']"
distances: ,"[0.444624125957489, 0.4451315402984619, 0.44529980421066284, 0.44972145557403564, 0.45046985149383545, 0.4601350426673889, 0.4606809616088867, 0.464851438999176, 0.465684711933136, 0.4667677879333496]"
 
file: ,POJ/61/279.txt
ids: ,"['POJ/47/3627.txt', 'POJ/47/2560.txt', 'POJ/47/4381.txt', 'POJ/47/2696.txt', 'POJ/47/2583.txt', 'POJ/47/2889.txt', 'POJ/47/653.txt', 'POJ/47/4547.txt', 'POJ/47/4128.txt', 'POJ/47/4800.txt']"
distances: ,"[0.42700713872909546, 0.42900002002716064, 0.43240684270858765, 0.4347602128982544, 0.44035452604293823, 0.4419093728065491, 0.4448850154876709, 0.4451720714569092, 0.44769948720932007, 0.45044225454330444]"
 
file: ,POJ/61/859.txt
ids: ,"['POJ/13/180.txt', 'POJ/13/988.txt', 'POJ/13/977.txt', 'POJ/13/1421.txt', 'POJ/13/1082.txt', 'POJ/13/1473.txt', 'POJ/13/1074.txt', 'POJ/13/1044.txt', 'POJ/13/281.txt', 'POJ/13/626.txt']"
distances: ,"[0.390727162361145, 0.39311474561691284, 0.39989662170410156, 0.402083158493042, 0.4041323661804199, 0.40829789638519287, 0.41310304403305054, 0.41352277994155884, 0.4167053699493408, 0.4175386428833008]"
 
file: ,POJ/59/1450.txt
ids: ,"['POJ/59/1001.txt', 'POJ/59/194.txt', 'POJ/59/102.txt', 'POJ/59/208.txt', 'POJ/59/1553.txt', 'POJ/59/335.txt', 'POJ/59/1800.txt', 'POJ/59/172.txt', 'POJ/59/1802.txt', 'POJ/59/1228.txt']"
distances: ,"[0.05423307418823242, 0.061869680881500244, 0.06187862157821655, 0.06298404932022095, 0.06728565692901611, 0.07118940353393555, 0.07487982511520386, 0.07888138294219971, 0.08277744054794312, 0.08672195672988892]"
 
file: ,POJ/59/1429.txt
ids: ,"['POJ/15/2029.txt', 'POJ/15/282.txt', 'POJ/15/65.txt', 'POJ/15/2194.txt', 'POJ/15/2348.txt', 'POJ/15/2317.txt', 'POJ/15/1676.txt', 'POJ/15/642.txt', 'POJ/15/275.txt', 'POJ/15/2198.txt']"
distances: ,"[0.48953574895858765, 0.4960101842880249, 0.4972259998321533, 0.4973803162574768, 0.5060546398162842, 0.508647084236145, 0.510006308555603, 0.5106692314147949, 0.5118199586868286, 0.5130684971809387]"
 
file: ,POJ/66/1293.txt
ids: ,"['POJ/20/660.txt', 'POJ/7/1230.txt', 'POJ/20/773.txt', 'POJ/20/217.txt', 'POJ/20/254.txt', 'POJ/20/310.txt', 'POJ/20/888.txt', 'POJ/7/132.txt', 'POJ/2/807.txt', 'POJ/20/468.txt']"
distances: ,"[0.5156600475311279, 0.5226043462753296, 0.5264030694961548, 0.5292520523071289, 0.5352813005447388, 0.5353256464004517, 0.5354247093200684, 0.5360602736473083, 0.536273181438446, 0.5375242233276367]"
 
file: ,POJ/66/1353.txt
ids: ,"['POJ/7/1220.txt', 'POJ/7/132.txt', 'POJ/7/1255.txt', 'POJ/7/914.txt', 'POJ/7/534.txt', 'POJ/19/2687.txt', 'POJ/7/876.txt', 'POJ/7/1217.txt', 'POJ/7/1073.txt', 'POJ/7/395.txt']"
distances: ,"[0.4405869245529175, 0.44225817918777466, 0.4438919425010681, 0.4453526735305786, 0.4456503987312317, 0.44698894023895264, 0.44939154386520386, 0.449434757232666, 0.4501834511756897, 0.45087140798568726]"
 
file: ,POJ/66/438.txt
ids: ,"['POJ/20/660.txt', 'POJ/7/114.txt', 'POJ/23/374.txt', 'POJ/20/809.txt', 'POJ/20/40.txt', 'POJ/20/254.txt', 'POJ/20/217.txt', 'POJ/20/310.txt', 'POJ/26/47.txt', 'POJ/62/1303.txt']"
distances: ,"[0.5235881209373474, 0.5370531678199768, 0.5394122004508972, 0.5442067384719849, 0.5498261451721191, 0.550041139125824, 0.5541943907737732, 0.5556931495666504, 0.5566582679748535, 0.5578160881996155]"
 
file: ,POJ/66/171.txt
ids: ,"['POJ/20/660.txt', 'POJ/2/127.txt', 'POJ/2/813.txt', 'POJ/2/827.txt', 'POJ/2/81.txt', 'POJ/2/422.txt', 'POJ/20/217.txt', 'POJ/20/118.txt', 'POJ/2/183.txt', 'POJ/2/544.txt']"
distances: ,"[0.5464139580726624, 0.5720207691192627, 0.5736219882965088, 0.5738681554794312, 0.5756193399429321, 0.5757002830505371, 0.5775671005249023, 0.5787680149078369, 0.5814855098724365, 0.5823523998260498]"
 
file: ,POJ/66/199.txt
ids: ,"['POJ/20/660.txt', 'POJ/7/1170.txt', 'POJ/7/1230.txt', 'POJ/20/217.txt', 'POJ/20/254.txt', 'POJ/7/534.txt', 'POJ/2/807.txt', 'POJ/7/1181.txt', 'POJ/2/813.txt', 'POJ/7/289.txt']"
distances: ,"[0.5231814980506897, 0.5409216284751892, 0.5440452098846436, 0.5465488433837891, 0.5487303733825684, 0.5493073463439941, 0.5493558645248413, 0.5504795908927917, 0.5523826479911804, 0.5539006590843201]"
 
file: ,POJ/66/9.txt
ids: ,"['POJ/20/660.txt', 'POJ/7/150.txt', 'POJ/20/79.txt', 'POJ/20/217.txt', 'POJ/19/2403.txt', 'POJ/2/827.txt', 'POJ/19/692.txt', 'POJ/2/31.txt', 'POJ/19/1941.txt', 'POJ/20/254.txt']"
distances: ,"[0.513999342918396, 0.5383347272872925, 0.5391917824745178, 0.5394489765167236, 0.5399032831192017, 0.5404922962188721, 0.5414183139801025, 0.5415297150611877, 0.5420223474502563, 0.5426685810089111]"
 
file: ,POJ/66/142.txt
ids: ,"['POJ/20/660.txt', 'POJ/20/254.txt', 'POJ/7/114.txt', 'POJ/23/374.txt', 'POJ/20/40.txt', 'POJ/20/217.txt', 'POJ/26/47.txt', 'POJ/20/310.txt', 'POJ/20/809.txt', 'POJ/26/113.txt']"
distances: ,"[0.4972088932991028, 0.5138662457466125, 0.5165141820907593, 0.5271210670471191, 0.5287993550300598, 0.53218674659729, 0.536503791809082, 0.5370240211486816, 0.5385504961013794, 0.5396093130111694]"
 
file: ,POJ/66/180.txt
ids: ,"['POJ/2/813.txt', 'POJ/100/2377.txt', 'POJ/2/81.txt', 'POJ/2/827.txt', 'POJ/2/422.txt', 'POJ/2/31.txt', 'POJ/100/1466.txt', 'POJ/100/1700.txt', 'POJ/2/544.txt', 'POJ/100/2310.txt']"
distances: ,"[0.5545475482940674, 0.5547940135002136, 0.5566883087158203, 0.5583000183105469, 0.5603402853012085, 0.5627782940864563, 0.5629589557647705, 0.564504861831665, 0.5649980306625366, 0.5669761896133423]"
 
file: ,POJ/66/742.txt
ids: ,"['POJ/7/1139.txt', 'POJ/20/660.txt', 'POJ/7/1230.txt', 'POJ/7/83.txt', 'POJ/20/423.txt', 'POJ/20/888.txt', 'POJ/7/979.txt', 'POJ/19/3078.txt', 'POJ/20/468.txt', 'POJ/7/1091.txt']"
distances: ,"[0.5345701575279236, 0.5364735126495361, 0.5387900471687317, 0.5391476154327393, 0.5489581823348999, 0.5496407747268677, 0.5517077445983887, 0.5518004894256592, 0.5528246164321899, 0.5539366006851196]"
 
file: ,POJ/66/1375.txt
ids: ,"['POJ/20/660.txt', 'POJ/20/189.txt', 'POJ/20/329.txt', 'POJ/20/423.txt', 'POJ/20/254.txt', 'POJ/20/217.txt', 'POJ/23/743.txt', 'POJ/20/195.txt', 'POJ/20/321.txt', 'POJ/20/357.txt']"
distances: ,"[0.45895862579345703, 0.48196548223495483, 0.4857480525970459, 0.4888433814048767, 0.49149656295776367, 0.4926099181175232, 0.49326205253601074, 0.494081974029541, 0.494723916053772, 0.49623656272888184]"
 
file: ,POJ/66/1565.txt
ids: ,"['POJ/20/660.txt', 'POJ/20/217.txt', 'POJ/20/1303.txt', 'POJ/20/719.txt', 'POJ/20/1157.txt', 'POJ/7/1230.txt', 'POJ/20/254.txt', 'POJ/20/773.txt', 'POJ/20/64.txt', 'POJ/19/2071.txt']"
distances: ,"[0.5481399297714233, 0.5506207942962646, 0.552760124206543, 0.5532933473587036, 0.5548421144485474, 0.5599051713943481, 0.5616304874420166, 0.5625491142272949, 0.5635513663291931, 0.5641171932220459]"
 
file: ,POJ/66/450.txt
ids: ,"['POJ/7/1220.txt', 'POJ/7/1255.txt', 'POJ/7/132.txt', 'POJ/7/914.txt', 'POJ/19/2687.txt', 'POJ/7/534.txt', 'POJ/7/876.txt', 'POJ/7/1073.txt', 'POJ/7/1217.txt', 'POJ/7/972.txt']"
distances: ,"[0.4436260461807251, 0.44554954767227173, 0.4461391568183899, 0.4499635100364685, 0.45004892349243164, 0.4507250189781189, 0.45182156562805176, 0.4522337317466736, 0.4548479914665222, 0.4550820589065552]"
 
file: ,POJ/50/194.txt
ids: ,"['POJ/21/1138.txt', 'POJ/21/1710.txt', 'POJ/21/137.txt', 'POJ/21/712.txt', 'POJ/21/1823.txt', 'POJ/21/1944.txt', 'POJ/21/735.txt', 'POJ/21/484.txt', 'POJ/21/266.txt', 'POJ/21/542.txt']"
distances: ,"[0.44457513093948364, 0.45395684242248535, 0.4539766311645508, 0.45488786697387695, 0.4556901454925537, 0.4576776623725891, 0.45956504344940186, 0.4605981111526489, 0.4617151618003845, 0.4618784189224243]"
 
file: ,POJ/50/1713.txt
ids: ,"['POJ/47/4891.txt', 'POJ/47/1679.txt', 'POJ/94/2432.txt', 'POJ/47/1584.txt', 'POJ/94/2679.txt', 'POJ/47/538.txt', 'POJ/47/88.txt', 'POJ/94/342.txt', 'POJ/94/600.txt', 'POJ/47/1631.txt']"
distances: ,"[0.4003180265426636, 0.4202370047569275, 0.43569833040237427, 0.4401000738143921, 0.4408321976661682, 0.4430524706840515, 0.4452558159828186, 0.45059341192245483, 0.45153194665908813, 0.4527871608734131]"
 
file: ,POJ/68/706.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/1107.txt', 'POJ/78/1279.txt', 'POJ/78/482.txt', 'POJ/78/466.txt', 'POJ/78/194.txt', 'POJ/78/521.txt', 'POJ/78/1138.txt', 'POJ/78/804.txt', 'POJ/78/1135.txt']"
distances: ,"[0.3404232859611511, 0.34928011894226074, 0.3511396050453186, 0.35223686695098877, 0.3544619083404541, 0.3556910753250122, 0.35881614685058594, 0.35911446809768677, 0.35985976457595825, 0.36009275913238525]"
 
file: ,POJ/68/666.txt
ids: ,"['POJ/77/671.txt', 'POJ/77/48.txt', 'POJ/77/1041.txt', 'POJ/77/1033.txt', 'POJ/77/14.txt', 'POJ/77/992.txt', 'POJ/77/120.txt', 'POJ/77/757.txt', 'POJ/49/352.txt', 'POJ/49/196.txt']"
distances: ,"[0.42321187257766724, 0.42444002628326416, 0.4271031618118286, 0.42991703748703003, 0.4357987642288208, 0.43686455488204956, 0.43689632415771484, 0.437832236289978, 0.43990427255630493, 0.4415426254272461]"
 
file: ,POJ/68/660.txt
ids: ,"['POJ/78/1526.txt', 'POJ/78/466.txt', 'POJ/78/119.txt', 'POJ/78/804.txt', 'POJ/78/1438.txt', 'POJ/78/778.txt', 'POJ/78/521.txt', 'POJ/78/842.txt', 'POJ/78/827.txt', 'POJ/78/194.txt']"
distances: ,"[0.40116560459136963, 0.40459853410720825, 0.40744221210479736, 0.4075669050216675, 0.4093536138534546, 0.41221147775650024, 0.41369664669036865, 0.4330620765686035, 0.43369632959365845, 0.4343752861022949]"
 
file: ,POJ/68/304.txt
ids: ,"['POJ/77/671.txt', 'POJ/77/992.txt', 'POJ/77/120.txt', 'POJ/49/1094.txt', 'POJ/49/1261.txt', 'POJ/49/377.txt', 'POJ/49/832.txt', 'POJ/49/40.txt', 'POJ/77/1033.txt', 'POJ/77/995.txt']"
distances: ,"[0.48720693588256836, 0.48833465576171875, 0.4909132122993469, 0.4934206008911133, 0.4951561689376831, 0.49554651975631714, 0.5006994605064392, 0.5009639263153076, 0.5013648271560669, 0.5021467208862305]"
 
file: ,POJ/68/852.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/804.txt', 'POJ/78/1526.txt', 'POJ/78/521.txt', 'POJ/78/977.txt', 'POJ/78/482.txt', 'POJ/78/194.txt', 'POJ/78/544.txt', 'POJ/78/1279.txt']"
distances: ,"[0.388191819190979, 0.3947069048881531, 0.40631377696990967, 0.40796977281570435, 0.41231662034988403, 0.4128114581108093, 0.4144619107246399, 0.41630685329437256, 0.4188835024833679, 0.4192109704017639]"
 
file: ,POJ/68/449.txt
ids: ,"['POJ/77/992.txt', 'POJ/77/671.txt', 'POJ/49/1094.txt', 'POJ/49/40.txt', 'POJ/49/1261.txt', 'POJ/49/196.txt', 'POJ/49/377.txt', 'POJ/49/832.txt', 'POJ/77/1033.txt', 'POJ/49/801.txt']"
distances: ,"[0.42501401901245117, 0.42961549758911133, 0.4299396872520447, 0.4339137673377991, 0.4351690411567688, 0.4374714493751526, 0.43840962648391724, 0.4423465132713318, 0.44249337911605835, 0.4442952871322632]"
 
file: ,POJ/68/475.txt
ids: ,"['POJ/77/671.txt', 'POJ/49/377.txt', 'POJ/49/40.txt', 'POJ/49/1261.txt', 'POJ/49/1094.txt', 'POJ/77/1184.txt', 'POJ/49/876.txt', 'POJ/77/992.txt', 'POJ/49/801.txt', 'POJ/77/120.txt']"
distances: ,"[0.44211381673812866, 0.44455015659332275, 0.44772350788116455, 0.4543461799621582, 0.4615263342857361, 0.46536117792129517, 0.4675896167755127, 0.4684429168701172, 0.47004371881484985, 0.4708462357521057]"
 
file: ,POJ/68/306.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/521.txt', 'POJ/78/804.txt', 'POJ/78/1526.txt', 'POJ/78/1279.txt', 'POJ/78/544.txt', 'POJ/78/482.txt', 'POJ/78/119.txt', 'POJ/78/1030.txt']"
distances: ,"[0.35617130994796753, 0.3583713173866272, 0.3783622980117798, 0.37952500581741333, 0.3849770426750183, 0.39173465967178345, 0.3948459029197693, 0.39520955085754395, 0.39922261238098145, 0.3992854952812195]"
 
file: ,POJ/68/886.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/1526.txt', 'POJ/78/804.txt', 'POJ/78/521.txt', 'POJ/78/482.txt', 'POJ/78/544.txt', 'POJ/78/1414.txt', 'POJ/78/119.txt', 'POJ/78/1279.txt']"
distances: ,"[0.3685927391052246, 0.37538182735443115, 0.3830772042274475, 0.3866836428642273, 0.3873864412307739, 0.4007902145385742, 0.40184807777404785, 0.4046667218208313, 0.4051384925842285, 0.40533149242401123]"
 
file: ,POJ/68/892.txt
ids: ,"['POJ/49/377.txt', 'POJ/77/671.txt', 'POJ/77/992.txt', 'POJ/49/40.txt', 'POJ/49/1261.txt', 'POJ/49/1094.txt', 'POJ/77/1033.txt', 'POJ/49/352.txt', 'POJ/77/120.txt', 'POJ/3/1411.txt']"
distances: ,"[0.46230828762054443, 0.46330034732818604, 0.47170525789260864, 0.478205144405365, 0.4809354543685913, 0.4813957214355469, 0.48587167263031006, 0.48716145753860474, 0.48778945207595825, 0.48796582221984863]"
 
file: ,POJ/68/567.txt
ids: ,"['POJ/77/671.txt', 'POJ/49/1261.txt', 'POJ/49/40.txt', 'POJ/49/377.txt', 'POJ/77/992.txt', 'POJ/49/1094.txt', 'POJ/77/1184.txt', 'POJ/49/1245.txt', 'POJ/77/24.txt', 'POJ/49/196.txt']"
distances: ,"[0.45094871520996094, 0.4725393056869507, 0.47381263971328735, 0.4773128628730774, 0.47914862632751465, 0.4801803231239319, 0.48773306608200073, 0.49035030603408813, 0.4903671145439148, 0.4916127324104309]"
 
file: ,POJ/68/822.txt
ids: ,"['POJ/49/1245.txt', 'POJ/77/671.txt', 'POJ/49/196.txt', 'POJ/49/1094.txt', 'POJ/49/40.txt', 'POJ/49/832.txt', 'POJ/49/377.txt', 'POJ/49/876.txt', 'POJ/49/1261.txt', 'POJ/49/857.txt']"
distances: ,"[0.4329119920730591, 0.4334200620651245, 0.433864951133728, 0.4354483485221863, 0.4357069134712219, 0.4385828971862793, 0.43936145305633545, 0.44062483310699463, 0.44091224670410156, 0.44636470079421997]"
 
file: ,POJ/68/413.txt
ids: ,"['POJ/77/671.txt', 'POJ/49/1094.txt', 'POJ/77/992.txt', 'POJ/49/40.txt', 'POJ/49/196.txt', 'POJ/49/1261.txt', 'POJ/49/1245.txt', 'POJ/49/1075.txt', 'POJ/77/1033.txt', 'POJ/49/377.txt']"
distances: ,"[0.4280533194541931, 0.44541996717453003, 0.445534884929657, 0.4519570469856262, 0.4538736343383789, 0.4553654193878174, 0.45804792642593384, 0.45917028188705444, 0.45981454849243164, 0.45993298292160034]"
 
file: ,POJ/68/764.txt
ids: ,"['POJ/49/1094.txt', 'POJ/49/196.txt', 'POJ/49/1245.txt', 'POJ/77/671.txt', 'POJ/49/876.txt', 'POJ/49/377.txt', 'POJ/49/40.txt', 'POJ/49/832.txt', 'POJ/49/857.txt', 'POJ/49/1261.txt']"
distances: ,"[0.42665642499923706, 0.4267549514770508, 0.4289907217025757, 0.429135262966156, 0.42921191453933716, 0.42999500036239624, 0.43041884899139404, 0.4318186640739441, 0.43369823694229126, 0.4345804452896118]"
 
file: ,POJ/68/438.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/804.txt', 'POJ/78/1526.txt', 'POJ/78/977.txt', 'POJ/78/521.txt', 'POJ/78/1135.txt', 'POJ/78/119.txt', 'POJ/78/778.txt', 'POJ/78/1279.txt']"
distances: ,"[0.3310105800628662, 0.34705501794815063, 0.3514867424964905, 0.35371822118759155, 0.35683733224868774, 0.3594282269477844, 0.35988909006118774, 0.361581027507782, 0.36280256509780884, 0.3630564212799072]"
 
file: ,POJ/68/808.txt
ids: ,"['POJ/49/352.txt', 'POJ/77/48.txt', 'POJ/49/1261.txt', 'POJ/77/757.txt', 'POJ/49/1403.txt', 'POJ/49/1075.txt', 'POJ/49/97.txt', 'POJ/49/1094.txt', 'POJ/77/1559.txt', 'POJ/77/1685.txt']"
distances: ,"[0.41569650173187256, 0.4233624339103699, 0.4242424964904785, 0.425312340259552, 0.4277149438858032, 0.4289846420288086, 0.4295881986618042, 0.42997872829437256, 0.4304492473602295, 0.4310719966888428]"
 
file: ,POJ/68/70.txt
ids: ,"['POJ/49/196.txt', 'POJ/49/1094.txt', 'POJ/49/1245.txt', 'POJ/49/377.txt', 'POJ/77/992.txt', 'POJ/77/671.txt', 'POJ/77/1033.txt', 'POJ/49/832.txt', 'POJ/49/1075.txt', 'POJ/49/298.txt']"
distances: ,"[0.4575364589691162, 0.4593585729598999, 0.45982879400253296, 0.46414613723754883, 0.4646398425102234, 0.4663742780685425, 0.46735888719558716, 0.46770310401916504, 0.46802622079849243, 0.46831148862838745]"
 
file: ,POJ/68/603.txt
ids: ,"['POJ/77/671.txt', 'POJ/49/40.txt', 'POJ/49/1261.txt', 'POJ/49/1245.txt', 'POJ/49/377.txt', 'POJ/49/1094.txt', 'POJ/49/196.txt', 'POJ/49/832.txt', 'POJ/49/298.txt', 'POJ/77/992.txt']"
distances: ,"[0.43887603282928467, 0.457156777381897, 0.4619746804237366, 0.4652286171913147, 0.467603862285614, 0.47084689140319824, 0.4712241291999817, 0.4729599356651306, 0.4740562438964844, 0.47442907094955444]"
 
file: ,POJ/68/574.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/1526.txt', 'POJ/78/119.txt', 'POJ/78/804.txt', 'POJ/78/521.txt', 'POJ/78/778.txt', 'POJ/78/827.txt', 'POJ/78/1414.txt', 'POJ/78/977.txt']"
distances: ,"[0.3790082335472107, 0.383081316947937, 0.3929176330566406, 0.39734673500061035, 0.3983645439147949, 0.40101826190948486, 0.4092627167701721, 0.41473662853240967, 0.4150979518890381, 0.4175621271133423]"
 
file: ,POJ/68/210.txt
ids: ,"['POJ/49/1094.txt', 'POJ/49/377.txt', 'POJ/49/196.txt', 'POJ/77/671.txt', 'POJ/49/1245.txt', 'POJ/49/1261.txt', 'POJ/49/40.txt', 'POJ/77/992.txt', 'POJ/49/832.txt', 'POJ/77/120.txt']"
distances: ,"[0.4663761258125305, 0.46985727548599243, 0.47074002027511597, 0.4711529016494751, 0.4721033573150635, 0.472564160823822, 0.4738534092903137, 0.47427278757095337, 0.47980135679244995, 0.4799641966819763]"
 
file: ,POJ/68/576.txt
ids: ,"['POJ/49/196.txt', 'POJ/49/857.txt', 'POJ/49/1094.txt', 'POJ/49/1075.txt', 'POJ/77/48.txt', 'POJ/49/1245.txt', 'POJ/49/298.txt', 'POJ/49/1217.txt', 'POJ/49/352.txt', 'POJ/49/1403.txt']"
distances: ,"[0.4024655818939209, 0.40758293867111206, 0.40995198488235474, 0.41376131772994995, 0.41460514068603516, 0.4155963659286499, 0.4171355962753296, 0.4176350235939026, 0.4188745617866516, 0.4189433455467224]"
 
file: ,POJ/68/760.txt
ids: ,"['POJ/49/832.txt', 'POJ/49/196.txt', 'POJ/49/40.txt', 'POJ/49/1245.txt', 'POJ/49/1094.txt', 'POJ/49/377.txt', 'POJ/49/298.txt', 'POJ/49/1075.txt', 'POJ/49/1402.txt', 'POJ/49/857.txt']"
distances: ,"[0.44539421796798706, 0.4510367512702942, 0.4512324929237366, 0.45156675577163696, 0.45327723026275635, 0.455345094203949, 0.45725488662719727, 0.46010810136795044, 0.4633045196533203, 0.4633711576461792]"
 
file: ,POJ/68/358.txt
ids: ,"['POJ/49/1094.txt', 'POJ/49/352.txt', 'POJ/49/857.txt', 'POJ/49/196.txt', 'POJ/77/48.txt', 'POJ/49/1403.txt', 'POJ/77/1041.txt', 'POJ/49/1075.txt', 'POJ/49/1245.txt', 'POJ/49/377.txt']"
distances: ,"[0.4168708920478821, 0.41968733072280884, 0.41996538639068604, 0.4205789566040039, 0.4223453402519226, 0.4242645502090454, 0.42432624101638794, 0.4245907664299011, 0.4266771078109741, 0.42697203159332275]"
 
file: ,POJ/68/403.txt
ids: ,"['POJ/77/671.txt', 'POJ/49/40.txt', 'POJ/49/832.txt', 'POJ/77/1033.txt', 'POJ/49/1094.txt', 'POJ/49/1261.txt', 'POJ/49/377.txt', 'POJ/77/992.txt', 'POJ/49/1245.txt', 'POJ/49/196.txt']"
distances: ,"[0.467711865901947, 0.4719114303588867, 0.4739474058151245, 0.4753810167312622, 0.47546154260635376, 0.4759237766265869, 0.47691434621810913, 0.47875648736953735, 0.4796678423881531, 0.4808933138847351]"
 
file: ,POJ/68/371.txt
ids: ,"['POJ/78/1438.txt', 'POJ/78/466.txt', 'POJ/78/1526.txt', 'POJ/78/804.txt', 'POJ/78/119.txt', 'POJ/78/521.txt', 'POJ/78/827.txt', 'POJ/78/778.txt', 'POJ/78/1414.txt', 'POJ/78/1279.txt']"
distances: ,"[0.35630929470062256, 0.35717254877090454, 0.36769890785217285, 0.3738135099411011, 0.3746192455291748, 0.3776131272315979, 0.38905078172683716, 0.39056360721588135, 0.39172810316085815, 0.39722299575805664]"
 
file: ,POJ/68/615.txt
ids: ,"['POJ/14/1556.txt', 'POJ/14/139.txt', 'POJ/84/1127.txt', 'POJ/14/804.txt', 'POJ/14/331.txt', 'POJ/84/354.txt', 'POJ/84/3808.txt', 'POJ/14/419.txt', 'POJ/14/1027.txt', 'POJ/14/1552.txt']"
