 
file: ,POJ/61/1338.txt
results: ,"[{'id': 'POJ/46/2909.txt', 'distance': 0.9199211597442627, 'entity': {}}, {'id': 'POJ/46/1975.txt', 'distance': 0.9029525518417358, 'entity': {}}, {'id': 'POJ/72/2261.txt', 'distance': 0.9010095000267029, 'entity': {}}, {'id': 'POJ/39/1594.txt', 'distance': 0.9010056257247925, 'entity': {}}, {'id': 'POJ/76/1224.txt', 'distance': 0.9010015726089478, 'entity': {}}, {'id': 'POJ/46/1270.txt', 'distance': 0.9006175994873047, 'entity': {}}, {'id': 'POJ/37/1573.txt', 'distance': 0.9003548622131348, 'entity': {}}, {'id': 'POJ/67/2227.txt', 'distance': 0.90035480260849, 'entity': {}}, {'id': 'POJ/4/2026.txt', 'distance': 0.9003085494041443, 'entity': {}}, {'id': 'POJ/13/1284.txt', 'distance': 0.8998262286186218, 'entity': {}}]"
 
file: ,POJ/92/247.txt
results: ,"[{'id': 'POJ/25/1370.txt', 'distance': 0.7115556597709656, 'entity': {}}, {'id': 'POJ/77/610.txt', 'distance': 0.6916950345039368, 'entity': {}}, {'id': 'POJ/26/238.txt', 'distance': 0.6866114139556885, 'entity': {}}, {'id': 'POJ/54/520.txt', 'distance': 0.6844931244850159, 'entity': {}}, {'id': 'POJ/77/898.txt', 'distance': 0.6827775239944458, 'entity': {}}, {'id': 'POJ/75/394.txt', 'distance': 0.6787691712379456, 'entity': {}}, {'id': 'POJ/26/61.txt', 'distance': 0.6758601069450378, 'entity': {}}, {'id': 'POJ/86/911.txt', 'distance': 0.6739881634712219, 'entity': {}}, {'id': 'POJ/49/129.txt', 'distance': 0.6728044152259827, 'entity': {}}, {'id': 'POJ/89/428.txt', 'distance': 0.6724289655685425, 'entity': {}}]"
 
file: ,POJ/66/273.txt
results: ,"[{'id': 'POJ/3/2120.txt', 'distance': 0.9048906564712524, 'entity': {}}, {'id': 'POJ/87/277.txt', 'distance': 0.8907201290130615, 'entity': {}}, {'id': 'POJ/87/147.txt', 'distance': 0.8904708027839661, 'entity': {}}, {'id': 'POJ/98/565.txt', 'distance': 0.8860201835632324, 'entity': {}}, {'id': 'POJ/45/2815.txt', 'distance': 0.8857614398002625, 'entity': {}}, {'id': 'POJ/24/1576.txt', 'distance': 0.8851932883262634, 'entity': {}}, {'id': 'POJ/23/605.txt', 'distance': 0.8841277360916138, 'entity': {}}, {'id': 'POJ/87/83.txt', 'distance': 0.8832412958145142, 'entity': {}}, {'id': 'POJ/4/1376.txt', 'distance': 0.8821138739585876, 'entity': {}}, {'id': 'POJ/23/830.txt', 'distance': 0.8819689154624939, 'entity': {}}]"
 
file: ,POJ/66/1032.txt
results: ,"[{'id': 'POJ/5/189.txt', 'distance': 0.8423259258270264, 'entity': {}}, {'id': 'POJ/36/610.txt', 'distance': 0.802029550075531, 'entity': {}}, {'id': 'POJ/83/1046.txt', 'distance': 0.7950068712234497, 'entity': {}}, {'id': 'POJ/90/1905.txt', 'distance': 0.7900940179824829, 'entity': {}}, {'id': 'POJ/20/1283.txt', 'distance': 0.7859835028648376, 'entity': {}}, {'id': 'POJ/19/217.txt', 'distance': 0.7841506004333496, 'entity': {}}, {'id': 'POJ/20/1191.txt', 'distance': 0.781624972820282, 'entity': {}}, {'id': 'POJ/87/147.txt', 'distance': 0.7811847925186157, 'entity': {}}, {'id': 'POJ/25/1010.txt', 'distance': 0.7804834842681885, 'entity': {}}, {'id': 'POJ/89/1680.txt', 'distance': 0.7778153419494629, 'entity': {}}]"
 
file: ,POJ/104/284.txt
results: ,"[{'id': 'POJ/12/419.txt', 'distance': 0.9184322357177734, 'entity': {}}, {'id': 'POJ/77/484.txt', 'distance': 0.8474103212356567, 'entity': {}}, {'id': 'POJ/97/2630.txt', 'distance': 0.8379517793655396, 'entity': {}}, {'id': 'POJ/4/964.txt', 'distance': 0.8355166912078857, 'entity': {}}, {'id': 'POJ/78/1826.txt', 'distance': 0.8336666226387024, 'entity': {}}, {'id': 'POJ/14/342.txt', 'distance': 0.8312923312187195, 'entity': {}}, {'id': 'POJ/41/284.txt', 'distance': 0.8285528421401978, 'entity': {}}, {'id': 'POJ/98/766.txt', 'distance': 0.8280644416809082, 'entity': {}}, {'id': 'POJ/54/508.txt', 'distance': 0.8267028331756592, 'entity': {}}, {'id': 'POJ/64/3057.txt', 'distance': 0.8244656920433044, 'entity': {}}]"
 
file: ,POJ/50/1240.txt
results: ,"[{'id': 'POJ/75/82.txt', 'distance': 0.840512752532959, 'entity': {}}, {'id': 'POJ/25/366.txt', 'distance': 0.8401097059249878, 'entity': {}}, {'id': 'POJ/51/596.txt', 'distance': 0.8377317190170288, 'entity': {}}, {'id': 'POJ/103/472.txt', 'distance': 0.8369858860969543, 'entity': {}}, {'id': 'POJ/13/984.txt', 'distance': 0.8365395069122314, 'entity': {}}, {'id': 'POJ/100/2050.txt', 'distance': 0.8356101512908936, 'entity': {}}, {'id': 'POJ/82/304.txt', 'distance': 0.8355560302734375, 'entity': {}}, {'id': 'POJ/16/1375.txt', 'distance': 0.8346925973892212, 'entity': {}}, {'id': 'POJ/103/740.txt', 'distance': 0.8342553973197937, 'entity': {}}, {'id': 'POJ/19/3092.txt', 'distance': 0.8340705037117004, 'entity': {}}]"
 
file: ,POJ/50/1005.txt
results: ,"[{'id': 'POJ/24/798.txt', 'distance': 0.9108761548995972, 'entity': {}}, {'id': 'POJ/40/335.txt', 'distance': 0.9056760668754578, 'entity': {}}, {'id': 'POJ/100/257.txt', 'distance': 0.9045271873474121, 'entity': {}}, {'id': 'POJ/12/172.txt', 'distance': 0.9040229916572571, 'entity': {}}, {'id': 'POJ/40/1813.txt', 'distance': 0.9032602906227112, 'entity': {}}, {'id': 'POJ/79/3806.txt', 'distance': 0.9031246900558472, 'entity': {}}, {'id': 'POJ/54/951.txt', 'distance': 0.9025465250015259, 'entity': {}}, {'id': 'POJ/28/807.txt', 'distance': 0.9022840261459351, 'entity': {}}, {'id': 'POJ/55/199.txt', 'distance': 0.9015305638313293, 'entity': {}}, {'id': 'POJ/52/1108.txt', 'distance': 0.9010354280471802, 'entity': {}}]"
 
file: ,POJ/50/2352.txt
results: ,"[{'id': 'POJ/77/1340.txt', 'distance': 0.9456431865692139, 'entity': {}}, {'id': 'POJ/49/1375.txt', 'distance': 0.9361509680747986, 'entity': {}}, {'id': 'POJ/23/548.txt', 'distance': 0.9355795383453369, 'entity': {}}, {'id': 'POJ/62/2341.txt', 'distance': 0.9293020963668823, 'entity': {}}, {'id': 'POJ/96/554.txt', 'distance': 0.9261179566383362, 'entity': {}}, {'id': 'POJ/62/1313.txt', 'distance': 0.9256932139396667, 'entity': {}}, {'id': 'POJ/96/577.txt', 'distance': 0.9242105484008789, 'entity': {}}, {'id': 'POJ/55/1494.txt', 'distance': 0.9212288856506348, 'entity': {}}, {'id': 'POJ/101/629.txt', 'distance': 0.9204749464988708, 'entity': {}}, {'id': 'POJ/52/5305.txt', 'distance': 0.92044597864151, 'entity': {}}]"
 
file: ,POJ/103/1160.txt
results: ,"[{'id': 'POJ/63/2029.txt', 'distance': 0.9446812868118286, 'entity': {}}, {'id': 'POJ/30/3349.txt', 'distance': 0.9417108297348022, 'entity': {}}, {'id': 'POJ/63/1998.txt', 'distance': 0.9331064820289612, 'entity': {}}, {'id': 'POJ/63/1922.txt', 'distance': 0.9305160045623779, 'entity': {}}, {'id': 'POJ/3/2066.txt', 'distance': 0.9294747114181519, 'entity': {}}, {'id': 'POJ/85/1944.txt', 'distance': 0.9255316257476807, 'entity': {}}, {'id': 'POJ/63/1586.txt', 'distance': 0.9223458766937256, 'entity': {}}, {'id': 'POJ/96/1027.txt', 'distance': 0.9210467338562012, 'entity': {}}, {'id': 'POJ/63/1020.txt', 'distance': 0.9205994009971619, 'entity': {}}, {'id': 'POJ/63/2020.txt', 'distance': 0.9194255471229553, 'entity': {}}]"
 
file: ,POJ/103/680.txt
results: ,"[{'id': 'POJ/4/481.txt', 'distance': 0.9111762642860413, 'entity': {}}, {'id': 'POJ/37/1881.txt', 'distance': 0.9041708707809448, 'entity': {}}, {'id': 'POJ/37/1700.txt', 'distance': 0.8955026268959045, 'entity': {}}, {'id': 'POJ/84/1150.txt', 'distance': 0.8832720518112183, 'entity': {}}, {'id': 'POJ/53/1037.txt', 'distance': 0.8804591298103333, 'entity': {}}, {'id': 'POJ/40/1569.txt', 'distance': 0.8776189088821411, 'entity': {}}, {'id': 'POJ/83/2278.txt', 'distance': 0.8715671300888062, 'entity': {}}, {'id': 'POJ/63/1999.txt', 'distance': 0.8657994866371155, 'entity': {}}, {'id': 'POJ/37/1701.txt', 'distance': 0.8629773259162903, 'entity': {}}, {'id': 'POJ/78/1100.txt', 'distance': 0.8612167239189148, 'entity': {}}]"
 
file: ,POJ/57/1717.txt
results: ,"[{'id': 'POJ/48/1671.txt', 'distance': 0.9527415633201599, 'entity': {}}, {'id': 'POJ/84/3486.txt', 'distance': 0.9489562511444092, 'entity': {}}, {'id': 'POJ/90/2087.txt', 'distance': 0.947933554649353, 'entity': {}}, {'id': 'POJ/13/1345.txt', 'distance': 0.9455850124359131, 'entity': {}}, {'id': 'POJ/30/3158.txt', 'distance': 0.9444568753242493, 'entity': {}}, {'id': 'POJ/22/937.txt', 'distance': 0.9396742582321167, 'entity': {}}, {'id': 'POJ/52/2785.txt', 'distance': 0.9386677145957947, 'entity': {}}, {'id': 'POJ/97/714.txt', 'distance': 0.9383300542831421, 'entity': {}}, {'id': 'POJ/13/1250.txt', 'distance': 0.9348024725914001, 'entity': {}}, {'id': 'POJ/37/1184.txt', 'distance': 0.933461606502533, 'entity': {}}]"
 
file: ,POJ/32/1349.txt
results: ,"[{'id': 'POJ/63/285.txt', 'distance': 0.9337553381919861, 'entity': {}}, {'id': 'POJ/54/1202.txt', 'distance': 0.9135590195655823, 'entity': {}}, {'id': 'POJ/48/1150.txt', 'distance': 0.904804527759552, 'entity': {}}, {'id': 'POJ/64/1342.txt', 'distance': 0.9020628333091736, 'entity': {}}, {'id': 'POJ/4/919.txt', 'distance': 0.9016751646995544, 'entity': {}}, {'id': 'POJ/97/2936.txt', 'distance': 0.9001153111457825, 'entity': {}}, {'id': 'POJ/101/157.txt', 'distance': 0.900046169757843, 'entity': {}}, {'id': 'POJ/37/799.txt', 'distance': 0.8961597084999084, 'entity': {}}, {'id': 'POJ/4/629.txt', 'distance': 0.8944041132926941, 'entity': {}}, {'id': 'POJ/55/26.txt', 'distance': 0.8932141661643982, 'entity': {}}]"
 
file: ,POJ/32/1374.txt
results: ,"[{'id': 'POJ/24/609.txt', 'distance': 0.9348427653312683, 'entity': {}}, {'id': 'POJ/24/273.txt', 'distance': 0.9344228506088257, 'entity': {}}, {'id': 'POJ/71/1589.txt', 'distance': 0.8985745310783386, 'entity': {}}, {'id': 'POJ/53/446.txt', 'distance': 0.8920414447784424, 'entity': {}}, {'id': 'POJ/53/432.txt', 'distance': 0.8916990160942078, 'entity': {}}, {'id': 'POJ/15/1284.txt', 'distance': 0.8883368968963623, 'entity': {}}, {'id': 'POJ/22/605.txt', 'distance': 0.8846868872642517, 'entity': {}}, {'id': 'POJ/63/1838.txt', 'distance': 0.8823723196983337, 'entity': {}}, {'id': 'POJ/2/413.txt', 'distance': 0.8641899228096008, 'entity': {}}, {'id': 'POJ/30/3247.txt', 'distance': 0.8623130917549133, 'entity': {}}]"
 
file: ,POJ/35/115.txt
results: ,"[{'id': 'POJ/22/358.txt', 'distance': 0.849787712097168, 'entity': {}}, {'id': 'POJ/25/1099.txt', 'distance': 0.8020115494728088, 'entity': {}}, {'id': 'POJ/13/1713.txt', 'distance': 0.798352837562561, 'entity': {}}, {'id': 'POJ/25/99.txt', 'distance': 0.7922145128250122, 'entity': {}}, {'id': 'POJ/13/1675.txt', 'distance': 0.78960782289505, 'entity': {}}, {'id': 'POJ/51/955.txt', 'distance': 0.7892483472824097, 'entity': {}}, {'id': 'POJ/55/394.txt', 'distance': 0.7885879874229431, 'entity': {}}, {'id': 'POJ/85/469.txt', 'distance': 0.7883462905883789, 'entity': {}}, {'id': 'POJ/55/166.txt', 'distance': 0.7877165079116821, 'entity': {}}, {'id': 'POJ/51/170.txt', 'distance': 0.7876465320587158, 'entity': {}}]"
 
file: ,POJ/35/886.txt
results: ,"[{'id': 'POJ/2/413.txt', 'distance': 0.9568384885787964, 'entity': {}}, {'id': 'POJ/22/605.txt', 'distance': 0.954796552658081, 'entity': {}}, {'id': 'POJ/53/432.txt', 'distance': 0.9460739493370056, 'entity': {}}, {'id': 'POJ/64/351.txt', 'distance': 0.9411110877990723, 'entity': {}}, {'id': 'POJ/53/446.txt', 'distance': 0.9381994009017944, 'entity': {}}, {'id': 'POJ/15/301.txt', 'distance': 0.9322697520256042, 'entity': {}}, {'id': 'POJ/15/1284.txt', 'distance': 0.92398601770401, 'entity': {}}, {'id': 'POJ/23/828.txt', 'distance': 0.9223872423171997, 'entity': {}}, {'id': 'POJ/30/3247.txt', 'distance': 0.9107236862182617, 'entity': {}}, {'id': 'POJ/63/1838.txt', 'distance': 0.9080808162689209, 'entity': {}}]"
 
file: ,POJ/35/1018.txt
results: ,"[{'id': 'POJ/22/645.txt', 'distance': 0.9320154190063477, 'entity': {}}, {'id': 'POJ/70/220.txt', 'distance': 0.9265682101249695, 'entity': {}}, {'id': 'POJ/55/1568.txt', 'distance': 0.9165177941322327, 'entity': {}}, {'id': 'POJ/85/2086.txt', 'distance': 0.911203145980835, 'entity': {}}, {'id': 'POJ/82/1839.txt', 'distance': 0.9074996113777161, 'entity': {}}, {'id': 'POJ/55/1513.txt', 'distance': 0.903924286365509, 'entity': {}}, {'id': 'POJ/100/442.txt', 'distance': 0.9023691415786743, 'entity': {}}, {'id': 'POJ/55/320.txt', 'distance': 0.9002752304077148, 'entity': {}}, {'id': 'POJ/4/986.txt', 'distance': 0.8989700675010681, 'entity': {}}, {'id': 'POJ/22/766.txt', 'distance': 0.8962754011154175, 'entity': {}}]"
 
file: ,POJ/102/397.txt
results: ,"[{'id': 'POJ/48/423.txt', 'distance': 0.80006343126297, 'entity': {}}, {'id': 'POJ/102/1303.txt', 'distance': 0.7939635515213013, 'entity': {}}, {'id': 'POJ/10/1065.txt', 'distance': 0.7899580597877502, 'entity': {}}, {'id': 'POJ/17/875.txt', 'distance': 0.7834142446517944, 'entity': {}}, {'id': 'POJ/52/1111.txt', 'distance': 0.7810772657394409, 'entity': {}}, {'id': 'POJ/2/45.txt', 'distance': 0.7799819707870483, 'entity': {}}, {'id': 'POJ/40/2927.txt', 'distance': 0.7797966599464417, 'entity': {}}, {'id': 'POJ/38/1491.txt', 'distance': 0.7769632935523987, 'entity': {}}, {'id': 'POJ/40/3007.txt', 'distance': 0.7752954363822937, 'entity': {}}, {'id': 'POJ/73/873.txt', 'distance': 0.7739035487174988, 'entity': {}}]"
 
file: ,POJ/69/710.txt
results: ,"[{'id': 'POJ/5/644.txt', 'distance': 0.8871055245399475, 'entity': {}}, {'id': 'POJ/25/1087.txt', 'distance': 0.8860381245613098, 'entity': {}}, {'id': 'POJ/84/2648.txt', 'distance': 0.8749132752418518, 'entity': {}}, {'id': 'POJ/70/172.txt', 'distance': 0.8746322989463806, 'entity': {}}, {'id': 'POJ/70/393.txt', 'distance': 0.8730999231338501, 'entity': {}}, {'id': 'POJ/14/1159.txt', 'distance': 0.8696960806846619, 'entity': {}}, {'id': 'POJ/82/1951.txt', 'distance': 0.8650553822517395, 'entity': {}}, {'id': 'POJ/22/435.txt', 'distance': 0.8649967312812805, 'entity': {}}, {'id': 'POJ/71/393.txt', 'distance': 0.8649429082870483, 'entity': {}}, {'id': 'POJ/85/909.txt', 'distance': 0.8603764176368713, 'entity': {}}]"
 
file: ,POJ/69/428.txt
results: ,"[{'id': 'POJ/83/2278.txt', 'distance': 0.9303892850875854, 'entity': {}}, {'id': 'POJ/53/1037.txt', 'distance': 0.8971096873283386, 'entity': {}}, {'id': 'POJ/4/481.txt', 'distance': 0.8859361410140991, 'entity': {}}, {'id': 'POJ/78/1868.txt', 'distance': 0.8856707215309143, 'entity': {}}, {'id': 'POJ/41/1139.txt', 'distance': 0.8832077383995056, 'entity': {}}, {'id': 'POJ/37/1700.txt', 'distance': 0.8789882659912109, 'entity': {}}, {'id': 'POJ/84/2923.txt', 'distance': 0.8760789632797241, 'entity': {}}, {'id': 'POJ/70/305.txt', 'distance': 0.8757498860359192, 'entity': {}}, {'id': 'POJ/30/136.txt', 'distance': 0.8743689060211182, 'entity': {}}, {'id': 'POJ/96/118.txt', 'distance': 0.8731377720832825, 'entity': {}}]"
 
file: ,POJ/69/218.txt
results: ,"[{'id': 'POJ/98/2132.txt', 'distance': 0.9505085945129395, 'entity': {}}, {'id': 'POJ/48/1319.txt', 'distance': 0.94186931848526, 'entity': {}}, {'id': 'POJ/48/1320.txt', 'distance': 0.9371922016143799, 'entity': {}}, {'id': 'POJ/48/1358.txt', 'distance': 0.9318597912788391, 'entity': {}}, {'id': 'POJ/97/3604.txt', 'distance': 0.9307583570480347, 'entity': {}}, {'id': 'POJ/37/889.txt', 'distance': 0.9296197891235352, 'entity': {}}, {'id': 'POJ/4/1749.txt', 'distance': 0.9294665455818176, 'entity': {}}, {'id': 'POJ/96/393.txt', 'distance': 0.929088830947876, 'entity': {}}, {'id': 'POJ/97/1901.txt', 'distance': 0.9284415245056152, 'entity': {}}, {'id': 'POJ/97/2982.txt', 'distance': 0.9271429777145386, 'entity': {}}]"
 
file: ,POJ/69/1288.txt
results: ,"[{'id': 'POJ/2/874.txt', 'distance': 0.7504656314849854, 'entity': {}}, {'id': 'POJ/85/309.txt', 'distance': 0.7187084555625916, 'entity': {}}, {'id': 'POJ/68/992.txt', 'distance': 0.6912441253662109, 'entity': {}}, {'id': 'POJ/44/957.txt', 'distance': 0.6881127953529358, 'entity': {}}, {'id': 'POJ/79/3883.txt', 'distance': 0.6873995065689087, 'entity': {}}, {'id': 'POJ/25/542.txt', 'distance': 0.6843932867050171, 'entity': {}}, {'id': 'POJ/44/952.txt', 'distance': 0.6821311116218567, 'entity': {}}, {'id': 'POJ/8/1075.txt', 'distance': 0.6807093024253845, 'entity': {}}, {'id': 'POJ/39/1162.txt', 'distance': 0.6801966428756714, 'entity': {}}, {'id': 'POJ/39/899.txt', 'distance': 0.6781013607978821, 'entity': {}}]"
 
file: ,POJ/56/189.txt
results: ,"[{'id': 'POJ/52/2785.txt', 'distance': 0.9644052386283875, 'entity': {}}, {'id': 'POJ/84/3486.txt', 'distance': 0.9595842361450195, 'entity': {}}, {'id': 'POJ/97/714.txt', 'distance': 0.9548677206039429, 'entity': {}}, {'id': 'POJ/22/1089.txt', 'distance': 0.9524035453796387, 'entity': {}}, {'id': 'POJ/22/937.txt', 'distance': 0.9520808458328247, 'entity': {}}, {'id': 'POJ/48/1671.txt', 'distance': 0.9465325474739075, 'entity': {}}, {'id': 'POJ/30/3158.txt', 'distance': 0.9457740783691406, 'entity': {}}, {'id': 'POJ/90/2087.txt', 'distance': 0.9437381625175476, 'entity': {}}, {'id': 'POJ/84/602.txt', 'distance': 0.943379282951355, 'entity': {}}, {'id': 'POJ/13/1345.txt', 'distance': 0.940636932849884, 'entity': {}}]"
 
file: ,POJ/56/1220.txt
results: ,"[{'id': 'POJ/44/845.txt', 'distance': 0.8446599245071411, 'entity': {}}, {'id': 'POJ/62/519.txt', 'distance': 0.8348811864852905, 'entity': {}}, {'id': 'POJ/19/1929.txt', 'distance': 0.8329605460166931, 'entity': {}}, {'id': 'POJ/20/729.txt', 'distance': 0.8328251242637634, 'entity': {}}, {'id': 'POJ/9/683.txt', 'distance': 0.8312045931816101, 'entity': {}}, {'id': 'POJ/9/992.txt', 'distance': 0.8301489949226379, 'entity': {}}, {'id': 'POJ/39/71.txt', 'distance': 0.8301248550415039, 'entity': {}}, {'id': 'POJ/88/788.txt', 'distance': 0.8296077847480774, 'entity': {}}, {'id': 'POJ/24/376.txt', 'distance': 0.8294776082038879, 'entity': {}}, {'id': 'POJ/28/1162.txt', 'distance': 0.8292238116264343, 'entity': {}}]"
 
file: ,POJ/58/746.txt
results: ,"[{'id': 'POJ/53/102.txt', 'distance': 0.8599109053611755, 'entity': {}}, {'id': 'POJ/71/2384.txt', 'distance': 0.8503727912902832, 'entity': {}}, {'id': 'POJ/19/869.txt', 'distance': 0.8254634141921997, 'entity': {}}, {'id': 'POJ/95/1522.txt', 'distance': 0.8247513771057129, 'entity': {}}, {'id': 'POJ/95/645.txt', 'distance': 0.8234961628913879, 'entity': {}}, {'id': 'POJ/71/2108.txt', 'distance': 0.8230990767478943, 'entity': {}}, {'id': 'POJ/90/577.txt', 'distance': 0.8226925730705261, 'entity': {}}, {'id': 'POJ/54/1121.txt', 'distance': 0.8223801255226135, 'entity': {}}, {'id': 'POJ/19/600.txt', 'distance': 0.8222227096557617, 'entity': {}}, {'id': 'POJ/24/1624.txt', 'distance': 0.8213421702384949, 'entity': {}}]"
 
file: ,POJ/67/2209.txt
results: ,"[{'id': 'POJ/13/1345.txt', 'distance': 0.9700635671615601, 'entity': {}}, {'id': 'POJ/76/66.txt', 'distance': 0.9657080173492432, 'entity': {}}, {'id': 'POJ/22/937.txt', 'distance': 0.9656559824943542, 'entity': {}}, {'id': 'POJ/84/602.txt', 'distance': 0.9623208045959473, 'entity': {}}, {'id': 'POJ/30/3158.txt', 'distance': 0.9621077179908752, 'entity': {}}, {'id': 'POJ/84/3486.txt', 'distance': 0.9606449604034424, 'entity': {}}, {'id': 'POJ/52/2785.txt', 'distance': 0.960163950920105, 'entity': {}}, {'id': 'POJ/22/727.txt', 'distance': 0.9596741199493408, 'entity': {}}, {'id': 'POJ/48/352.txt', 'distance': 0.9547439217567444, 'entity': {}}, {'id': 'POJ/22/1089.txt', 'distance': 0.9503788352012634, 'entity': {}}]"
 
file: ,POJ/93/1236.txt
results: ,"[{'id': 'POJ/99/801.txt', 'distance': 0.8412326574325562, 'entity': {}}, {'id': 'POJ/101/854.txt', 'distance': 0.8097851276397705, 'entity': {}}, {'id': 'POJ/82/2343.txt', 'distance': 0.8028256893157959, 'entity': {}}, {'id': 'POJ/63/186.txt', 'distance': 0.7994092702865601, 'entity': {}}, {'id': 'POJ/78/1682.txt', 'distance': 0.7974094152450562, 'entity': {}}, {'id': 'POJ/54/568.txt', 'distance': 0.7960494756698608, 'entity': {}}, {'id': 'POJ/48/104.txt', 'distance': 0.7937093377113342, 'entity': {}}, {'id': 'POJ/3/1979.txt', 'distance': 0.7936267256736755, 'entity': {}}, {'id': 'POJ/78/1504.txt', 'distance': 0.7933689951896667, 'entity': {}}, {'id': 'POJ/101/67.txt', 'distance': 0.7927505373954773, 'entity': {}}]"
 
file: ,POJ/60/1861.txt
results: ,"[{'id': 'POJ/4/481.txt', 'distance': 0.9200076460838318, 'entity': {}}, {'id': 'POJ/37/1881.txt', 'distance': 0.9054118394851685, 'entity': {}}, {'id': 'POJ/40/1569.txt', 'distance': 0.8883181214332581, 'entity': {}}, {'id': 'POJ/78/1100.txt', 'distance': 0.8749834299087524, 'entity': {}}, {'id': 'POJ/37/1701.txt', 'distance': 0.874473512172699, 'entity': {}}, {'id': 'POJ/70/1130.txt', 'distance': 0.8744462132453918, 'entity': {}}, {'id': 'POJ/84/1150.txt', 'distance': 0.8701689839363098, 'entity': {}}, {'id': 'POJ/96/118.txt', 'distance': 0.8698925971984863, 'entity': {}}, {'id': 'POJ/63/1420.txt', 'distance': 0.8640947341918945, 'entity': {}}, {'id': 'POJ/83/2278.txt', 'distance': 0.8635809421539307, 'entity': {}}]"
 
file: ,POJ/34/3554.txt
